state,latitude,longitude,city,name,status,founded_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,avg_participants,is_top500,id,funding_duration_first,funding_duration_last,broad_category,funding_category
California,37.791185,-122.391791,San Francisco,Moovweb,operating,2007-01-01,2009-01-01,2013-03-28,2.0,6.24,6.17,6.24,14,2,16700000,2,CA,mobile,0,1,1,0,0,2.5,1,1996,731,2278,software,High
Washington,47.400902,-121.490494,Kirkland,Acumatica,operating,2007-01-01,2009-11-03,2013-11-18,2.84,6.88,6.17,6.33,17,3,10000000,2,WA,enterprise,1,0,0,0,1,1.33,1,1998,1037,2513,Software,Medium
Colorado,39.059811,-105.311104,Boulder,LinkSmart,operating,2009-10-14,2009-11-06,2013-05-03,0.06,3.55,1.69,3.3,9,3,9700000,2,CO,advertising,0,0,1,1,0,2.0,1,1999,23,1297,Service,Medium
California,36.116203,-119.681564,San Diego,PaxVax,operating,2007-01-01,2009-11-09,2013-12-04,2.86,6.93,1.0,5.22,10,4,61606472,2,CA,biotech,1,0,0,1,0,2.0,1,2000,1043,2529,software,High
Georgia,33.040619,-83.643074,Atlanta,Cloud Sherpas,operating,2007-01-01,2010-05-02,2012-12-20,3.33,5.97,5.0,5.97,22,4,43300000,2,GA,enterprise,1,0,1,1,0,2.33,1,2001,1217,2180,Software,High
Washington,47.400902,-121.490494,Seattle,Integrated Diagnostics,operating,2009-01-01,2009-10-14,2012-02-22,0.78,3.14,1.0,1.0,14,2,40000000,1,WA,biotech,0,0,1,0,0,2.0,1,2002,286,1147,software,High
California,36.116203,-119.681564,San Francisco,Rdio,operating,2008-08-01,2009-10-14,2011-02-03,1.2,2.51,5.34,5.36,17,2,17500000,3,CA,music,1,1,0,0,0,3.0,1,2003,439,916,Service,High
Massachusetts,42.230171,-71.530106,Somerville,The Grommet,closed,2008-01-01,2010-04-15,2012-09-17,2.29,4.72,2.29,3.01,8,5,5708020,3,MA,news,1,0,1,1,0,2.5,1,2004,835,1721,Service,Medium
Massachusetts,42.230171,-71.530106,Waltham,Affectiva,operating,2009-01-01,2009-10-27,2012-08-07,0.82,3.6,2.35,4.13,2,5,21899999,3,MA,analytics,1,0,0,1,1,2.0,1,2005,299,1314,Software,High
California,36.116203,-119.681564,San Francisco,Vertical Brands,operating,2008-01-01,2009-10-01,2013-12-02,1.75,5.92,3.0,3.0,4,3,14999999,1,CA,web,1,1,0,0,0,2.0,0,2006,639,2162,Software,High
California,36.116203,-119.681564,Menlo,Velomedix,operating,2007-01-01,2009-11-11,2012-02-08,2.86,5.11,-1.0,-1.0,2,3,19000000,1,CA,biotech,0,0,1,1,1,3.0,0,2007,1045,1864,software,High
Massachusetts,42.230171,-71.530106,Waltham,Augmenix,operating,2008-01-01,2009-10-16,2011-05-26,1.79,3.4,0.0,3.01,2,3,24100000,2,MA,medical,0,0,0,1,1,3.5,1,2008,654,1241,Service,High
Massachusetts,42.230171,-71.530106,Cambridge,Cequent Pharmaceuticals,operating,2006-01-01,2007-06-18,2009-10-01,1.46,3.75,3.03,3.03,4,2,12400000,1,MA,biotech,0,0,1,1,0,4.0,1,2009,533,1369,software,High
California,36.116203,-119.681564,San Francisco,Yidio,operating,2008-06-04,2009-11-12,2009-11-12,1.44,1.44,2.85,5.1,5,1,350000,3,CA,games_video,0,1,0,0,0,5.0,0,2010,526,526,Software,Low
Washington,47.400902,-121.490494,Seattle,Doxo,operating,2008-01-01,2008-09-01,2011-02-15,0.67,3.13,3.62,4.68,8,3,15250000,2,WA,network_hosting,0,1,1,1,0,2.5,1,2011,244,1141,Software,High
Nevada,38.313515,-117.055374,Incline Village,Sensr.net,operating,2009-01-01,2011-01-26,2011-01-26,2.07,2.07,0.16,2.07,3,1,1500000,2,NV,enterprise,1,0,0,0,0,9.0,1,2012,755,755,Software,Low
California,36.116203,-119.681564,San Francisco,RockLive,operating,2010-01-20,2012-08-20,2013-11-04,2.58,3.79,0.0,3.81,2,2,2700000,3,CA,social,0,1,0,0,0,4.0,0,2013,943,1384,Software,Medium
New Jersey,40.298904,-74.521011,Mt. Laurel,TimeSight Systems,operating,2008-01-01,2008-10-21,2012-04-20,0.81,4.3,1.86,1.86,9,5,6049170,1,NJ,security,1,0,1,0,0,1.0,1,2014,294,1571,Service,Medium
Rhode Island,41.680893,-71.51178,Providence,Swipely,operating,2009-10-01,2009-11-16,2013-05-21,0.13,3.64,1.41,3.98,12,4,20500000,3,RI,finance,0,1,1,1,0,6.67,1,2015,46,1328,Service,High
New York,42.165726,-74.948051,New York,Evidon,operating,2009-06-01,2009-01-01,2010-11-22,-0.41,1.48,2.18,4.05,15,2,9500000,2,NY,analytics,1,1,0,0,0,1.0,1,2016,-151,539,Software,Medium
California,36.116203,-119.681564,Palo Alto,Glyde,operating,2006-01-01,2007-01-01,2010-12-01,1.0,4.92,6.0,6.0,12,3,27000000,1,CA,ecommerce,1,0,1,1,0,1.0,1,2017,365,1795,Software,High
California,37.395835,-121.92893,San Jose,Quorum,operating,2008-01-01,2009-11-17,2013-11-12,1.88,5.87,1.85,2.84,19,6,36300000,3,CA,enterprise,1,0,1,1,1,1.67,0,2018,686,2142,Software,High
Minnesota,45.022958,-93.49615,Plymouth,Entellus Medical,operating,2006-04-01,2006-04-01,2011-08-17,0.0,5.38,0.0,0.0,15,5,92000000,1,MN,medical,0,0,1,1,1,3.0,1,2019,0,1964,Service,High
California,36.116203,-119.681564,San Francisco,WorkSimple,operating,2007-01-01,2012-03-12,2012-03-12,5.2,5.2,4.0,4.96,9,1,250000,2,CA,social,0,0,1,0,0,2.0,1,2020,1897,1897,Software,Low
California,36.116203,-119.681564,Torrance,Active Storage,operating,2008-10-01,2009-11-17,2012-08-28,1.13,3.91,1.99,1.99,5,3,16200000,1,CA,enterprise,1,0,1,0,0,3.0,1,2021,412,1427,Software,High
Virginia,37.769337,-78.169968,Reston,AppTap,operating,2008-01-01,2008-04-01,2013-06-19,0.25,5.47,2.19,3.36,5,5,9921168,3,VA,mobile,1,1,1,0,0,1.67,1,2022,91,1996,software,Medium
Idaho,44.240459,-114.478828,Boise,Ready Financial Group,operating,2006-01-01,2009-11-18,2009-11-18,3.88,3.88,3.75,3.75,2,1,7000000,1,ID,finance,0,0,0,1,0,2.0,1,2023,1417,1417,Service,Medium
Virginia,37.769337,-78.169968,Purvcellville,YippeeO Internet Marketing Solutions,operating,2006-06-01,2007-01-01,2007-01-01,0.59,0.59,2.59,2.59,2,1,2000000,1,VA,advertising,0,0,0,0,0,1.0,0,2024,214,214,Service,Low
Washington DC,38.8951,-77.0364,Washington,GOSO,operating,2009-01-01,2009-01-01,2009-01-01,0.0,0.0,0.83,0.83,10,1,750000,1,DC,advertising,0,1,0,0,0,1.0,0,2025,0,0,Service,Low
New York,42.165726,-74.948051,New York,FreshPlanet,operating,2009-01-01,2010-04-01,2010-04-01,1.25,1.25,3.42,3.64,5,1,1500000,2,NY,games_video,0,0,1,0,0,1.0,1,2026,455,455,Software,Low
Connecticut,41.597782,-72.755371,New Haven,SeeClickFix,closed,2008-09-01,2011-01-14,2011-01-14,2.37,2.37,2.59,2.59,4,1,1500000,1,CT,web,0,0,1,0,0,2.0,1,2027,865,865,Software,Low
California,36.116203,-119.681564,Mountain View,MyFit,operating,2008-01-01,2009-11-19,2009-11-19,1.88,1.88,2.0,2.0,5,1,1000000,1,CA,health,0,0,1,0,0,1.0,1,2028,688,688,Service,Low
Colorado,39.059811,-105.311104,Boulder,TeamSnap,operating,2009-05-01,2010-06-09,2013-02-05,1.11,3.77,1.43,4.06,14,3,4360000,3,CO,mobile,1,0,1,0,0,2.33,1,2029,404,1376,software,Medium
California,36.116203,-119.681564,San Diego,Receptos,operating,2007-01-01,2009-11-23,2012-03-13,2.9,5.2,3.84,3.84,6,3,65806610,1,CA,biotech,1,0,1,0,0,5.0,1,2030,1057,1898,software,High
Massachusetts,42.230171,-71.530106,Cambridge,Sun Catalytix,operating,2008-01-01,2009-11-23,2013-07-10,1.9,5.53,3.42,3.42,6,4,18500000,1,MA,cleantech,0,0,0,1,1,1.33,1,2031,692,2017,Business,High
New York,40.73906,-73.990911,New York,Business Insider,operating,2007-05-01,2008-07-16,2013-04-07,1.21,5.94,3.85,6.17,8,5,18600000,3,NY,web,1,1,0,0,1,3.4,1,2032,442,2168,Software,High
Massachusetts,42.396495,-71.12045,Somerville,The Echo Nest,operating,2005-07-14,2008-09-09,2012-07-12,3.16,7.0,6.28,8.36,12,4,25609989,3,MA,music,1,0,1,0,0,2.0,1,2033,1153,2555,Service,High
California,36.116203,-119.681564,San Francisco,Thumbtack,operating,2008-01-01,2010-06-09,2013-06-13,2.44,5.45,4.0,4.02,10,3,18200000,2,CA,web,0,1,1,1,0,6.0,1,2034,890,1990,Software,High
New Hampshire,43.452492,-71.563896,Seabrook,SustainX,operating,2007-01-01,2009-08-12,2011-05-03,2.61,4.34,4.34,5.0,9,3,24000000,2,NH,cleantech,1,0,0,0,0,1.0,1,2035,954,1583,Business,High
California,36.116203,-119.681564,San Francisco,CloudFlare,operating,2009-07-01,2009-11-25,2011-07-12,0.4,2.03,2.03,4.09,12,2,22050000,3,CA,enterprise,0,0,1,1,0,2.5,1,2036,147,741,Software,High
Minnesota,45.694454,-93.900192,Minneapolis,Sport Ngin,operating,2008-01-01,2009-06-15,2013-04-02,1.45,5.25,3.0,3.0,7,3,9500000,1,MN,software,0,0,1,1,1,1.0,1,2037,531,1918,Software,Medium
California,34.146436,-118.153136,Pasadena,Perfect Market,operating,2007-01-01,2008-07-09,2011-01-18,1.52,4.05,4.05,5.09,15,3,30600000,2,CA,software,0,0,1,0,1,4.0,1,2038,555,1478,Software,High
New York,42.165726,-74.948051,New York City,iYogi,operating,2006-11-16,2007-01-01,2010-12-13,0.13,4.08,0.0,6.71,3,4,57600000,3,NY,hardware,0,0,1,1,1,3.5,1,2039,46,1488,Hardware,High
New York,42.165726,-74.948051,New York,Totsy,operating,2009-06-02,2010-11-30,2012-12-13,1.5,3.53,2.33,3.13,7,3,52223204,3,NY,ecommerce,0,0,1,1,0,2.0,1,2040,546,1290,Software,High
California,36.116203,-119.681564,San Francisco,RadiumOne,operating,2009-09-01,2009-09-01,2011-03-10,0.0,1.52,3.34,4.09,25,3,33500000,3,CA,advertising,0,0,1,1,0,2.33,1,2041,0,555,Service,High
Texas,31.054487,-97.563461,Plano,Horizon Data Center Solutions,operating,2007-01-01,2009-11-30,2013-07-16,2.92,6.54,1.92,1.92,7,3,18652584,1,TX,consulting,1,0,0,0,0,1.0,0,2042,1064,2388,Business,High
California,36.116203,-119.681564,San Francisco,Worldly Developments,operating,2009-06-01,2009-06-01,2010-03-05,0.0,0.76,0.76,2.64,9,2,800000,2,CA,software,0,1,0,0,0,7.5,1,2043,0,277,Software,Low
California,37.868002,-122.500111,Sausalito,Glassdoor,operating,2007-06-01,2008-03-27,2013-12-05,0.82,6.52,1.67,5.72,23,5,91500000,4,CA,web,0,0,1,1,1,3.2,1,2044,300,2379,Software,High
Virginia,37.769337,-78.169968,Richmond,Intelliject,operating,2010-01-01,2012-05-29,2012-05-29,2.41,2.41,-4.0,-4.0,11,1,15000000,1,VA,biotech,0,0,0,0,0,1.0,1,2045,879,879,software,High
Oregon,44.572021,-122.070938,Portland,ShopIgniter,operating,2009-10-01,2010-03-03,2011-05-25,0.42,1.65,2.18,3.57,19,2,11000000,3,OR,social,0,0,1,1,0,1.5,1,2046,153,601,Software,Medium
California,36.116203,-119.681564,Santa Monica,Vokle,closed,2008-06-01,2011-04-19,2011-04-19,2.88,2.88,-0.42,2.88,1,1,767000,3,CA,messaging,0,1,0,0,0,2.0,1,2047,1052,1052,Software,Low
Massachusetts,42.230171,-71.530106,Waltham,VisibleGains,closed,2010-09-01,2010-09-21,2011-08-01,0.05,0.92,-1.5,-0.25,4,2,2500000,2,MA,messaging,0,0,0,0,0,1.0,0,2048,20,334,Software,Medium
New Hampshire,43.452492,-71.563896,Salem,Laser Light Engines,operating,2008-01-01,2009-12-01,2013-05-13,1.92,5.37,2.72,2.72,14,5,34500000,1,NH,manufacturing,1,0,0,1,0,2.5,1,2049,700,1959,Manufacturing,High
California,36.116203,-119.681564,Venice,ZEFR,operating,2009-12-02,2010-06-03,2013-01-16,0.5,3.13,2.92,3.7,20,5,28927919,2,CA,enterprise,0,0,1,1,1,6.67,1,2050,183,1141,Software,High
California,36.116203,-119.681564,Fremont,GlassPoint Solar,operating,2008-05-01,2010-06-16,2012-12-11,2.13,4.62,2.67,5.44,7,5,33736464,2,CA,cleantech,1,0,1,1,0,3.5,1,2051,776,1685,Business,High
California,34.0122222,-118.4946298,Santa Monica,Burstly,operating,2009-12-01,2010-03-30,2011-11-30,0.33,2.0,1.08,3.7,7,2,7300000,3,CA,analytics,1,0,1,0,0,3.0,1,2052,119,729,Software,Medium
Illinois,41.878855,-87.642981,Chicago,ParkWhiz,closed,2006-06-01,2012-12-20,2012-12-20,6.56,6.56,5.34,6.56,7,1,2000000,2,IL,software,0,0,1,0,0,8.0,1,2054,2394,2394,Software,Low
Massachusetts,42.230171,-71.530106,Littleton,Movik Networks,operating,2006-01-01,2008-02-01,2011-03-31,2.08,5.25,5.09,5.25,5,4,44000000,2,MA,mobile,0,0,1,1,1,2.5,1,2055,761,1915,software,High
Oklahoma,35.565342,-96.928917,Tulsa,Grocio,closed,2007-06-01,2008-11-19,2010-07-20,1.47,3.14,0.0,0.0,1,3,1375000,1,OK,web,0,1,1,0,0,1.0,0,2056,537,1145,Software,Low
Iowa,42.011539,-93.210526,Des Moines,Dwolla,operating,2008-06-16,2009-11-01,2013-05-01,1.38,4.88,3.0,5.35,12,5,22805000,3,IA,software,0,1,1,1,1,5.0,1,2057,503,1780,Software,High
California,40.270666,-74.761403,San Francisco,Scrybe,operating,2007-01-01,2007-08-01,2013-01-09,0.58,6.03,0.6,6.5,4,3,1309000,2,CA,enterprise,1,0,1,0,0,1.5,0,2058,212,2200,Software,Low
Arizona,33.729759,-111.431221,Tempe,OrangeSlyce,operating,2009-01-01,2009-01-01,2010-06-01,0.0,1.41,1.5,1.62,15,2,12000,2,AZ,web,0,0,0,0,0,1.0,0,2059,0,516,Software,Low
California,37.7879083,-122.4039136,San Francisco,Livefyre,operating,2009-12-01,2010-07-06,2013-02-06,0.59,3.19,3.09,3.98,18,3,20300000,3,CA,enterprise,0,0,1,1,1,7.0,1,2060,217,1163,Software,High
Ohio,40.388783,-82.764915,Dover,BMRW & Associates,closed,2009-03-01,2009-06-01,2011-05-17,0.25,2.21,0.5,1.61,3,3,874687,2,OH,social,0,1,1,0,0,1.5,0,2061,92,807,Software,Low
Pennsylvania,40.590752,-77.209755,Pittsburgh,Penthera Partners,operating,2007-01-01,2006-01-06,2009-12-08,-0.99,2.94,1.0,1.0,11,4,7800000,1,PA,mobile,0,0,1,0,0,1.25,1,2062,-360,1072,software,Medium
New Jersey,40.298904,-74.521011,Bridgewater,Nautilus Neurosciences,operating,2009-01-01,2010-01-27,2010-04-22,1.07,1.3,2.75,2.75,9,3,42755532,1,NJ,biotech,1,0,1,0,0,1.0,0,2063,391,476,software,High
Massachusetts,42.230171,-71.530106,Cambridge,MC10,operating,2008-01-01,2009-12-09,2013-04-18,1.94,5.3,5.07,5.25,10,6,40658131,2,MA,health,1,0,1,1,1,3.2,1,2064,708,1934,Service,High
California,36.116203,-119.681564,San Mateo,CloudShare,operating,2007-01-01,2009-12-11,2011-07-05,2.95,4.51,2.95,4.51,13,2,20000000,3,CA,enterprise,1,0,0,1,0,3.5,1,2065,1075,1646,Software,High
Washington,47.400902,-121.490494,Seattle,EnergySavvy.com,operating,2008-11-17,2009-07-01,2012-08-02,0.62,3.71,1.27,2.88,4,5,5943058,3,WA,software,1,1,1,1,0,3.0,0,2066,226,1354,Software,Medium
Washington,47.400902,-121.490494,Seattle,Atomic Moguls,closed,2007-01-01,2007-02-26,2007-02-26,0.15,0.15,1.0,1.0,4,1,1050000,1,WA,web,0,0,1,0,0,1.0,0,2067,56,56,Software,Low
California,36.116203,-119.681564,Los Gatos,SuVolta,operating,2006-01-01,2006-03-06,2012-01-05,0.18,6.01,0.0,7.62,12,6,65478582,3,CA,semiconductor,1,0,0,0,0,2.75,1,2068,64,2195,Software,High
New York,40.726133,-74.004983,New York,Signpost,operating,2010-01-01,2010-10-25,2013-11-19,0.81,3.88,0.8,3.88,11,3,15000000,3,NY,software,1,0,1,1,0,2.0,1,2069,297,1418,Software,High
Massachusetts,42.230171,-71.530106,Boston,Pixability,operating,2008-03-14,2009-12-10,2013-04-12,1.74,5.08,5.22,5.22,6,3,5260157,1,MA,advertising,1,1,0,0,0,9.0,1,2070,636,1855,Service,Medium
California,37.66642,-122.383415,South San Francisco,SupportSpace,operating,2006-09-01,2006-10-24,2011-07-15,0.15,4.87,3.24,6.34,13,4,36250000,2,CA,software,0,0,1,1,1,2.5,1,2071,53,1778,Software,High
New York,40.7384997,-73.9954585,New York,Bonobos,operating,2007-06-01,2008-09-01,2013-03-13,1.25,5.79,4.67,6.39,13,6,74650016,3,NY,ecommerce,1,1,0,0,0,4.25,1,2072,458,2112,Software,High
Tennessee,35.747845,-86.692345,Brentwood,PharmMD,operating,2006-01-01,2009-12-11,2009-12-11,3.95,3.95,4.25,4.25,2,1,8800000,1,TN,health,1,0,0,0,0,2.0,0,2073,1440,1440,Service,Medium
Utah,40.150032,-111.862434,Salt Lake City,GuestSpan,closed,2007-05-09,2009-03-20,2009-03-20,1.87,1.87,2.57,2.57,5,1,450000,2,UT,software,0,1,0,0,0,1.0,0,2074,681,681,Software,Low
New York,40.7172034,-73.9912267,New York,Olapic,closed,2010-11-25,2012-04-15,2013-07-30,1.39,2.68,-1.38,2.9,4,2,6000000,3,NY,web,0,1,1,0,0,4.0,1,2075,507,978,Software,Medium
California,41.857915,-88.321171,San Mateo,Edmodo,operating,2008-09-02,2010-12-06,2012-07-19,2.26,3.88,3.68,4.51,8,3,40000000,3,CA,education,1,0,0,0,1,3.33,1,2076,825,1416,Service,High
Massachusetts,42.3983914,-71.1303102,Cambridge,StarStreet,operating,2009-05-01,2010-03-01,2013-08-28,0.83,4.33,1.67,2.83,3,3,2100000,3,MA,sports,1,1,0,0,0,3.5,1,2077,304,1580,Service,Medium
California,37.446382,-122.155678,Palo Alto,Noovo,operating,2008-08-01,2007-10-01,2007-10-01,-0.84,-0.84,-0.58,1.48,4,1,426960,3,CA,web,0,1,0,0,0,4.0,1,2078,-305,-305,Software,Low
California,34.153588,-118.422495,Sherman Oaks,AudioMicro,operating,2008-05-24,2008-10-20,2011-02-01,0.41,2.69,2.94,3.48,7,2,1250000,2,CA,games_video,0,0,1,1,0,1.5,1,2079,149,983,Software,Low
Illinois,40.349457,-88.986137,Chicago,Boomerang.com,operating,2009-02-19,2011-02-21,2011-05-23,2.01,2.25,1.76,3.14,5,2,1560000,4,IL,web,1,1,0,0,0,1.0,1,2080,732,823,Software,Low
California,36.116203,-119.681564,San Diego,Sonexa Therapeutics,operating,2007-01-01,2008-01-31,2012-08-02,1.08,5.59,3.0,3.0,5,4,34224981,1,CA,biotech,1,0,1,0,0,5.0,1,2081,395,2040,software,High
California,36.116203,-119.681564,San Francisco,BetaBrand,operating,2009-01-01,2009-12-15,2012-11-08,0.95,3.85,1.08,4.67,6,4,8204000,4,CA,ecommerce,1,0,1,0,0,1.33,1,2082,348,1407,Software,Medium
Utah,40.150032,-111.862434,Salt Lake City,The American Academy,operating,2007-01-01,2009-12-15,2012-07-25,2.96,5.57,3.0,3.0,12,2,11900000,1,UT,education,0,0,0,1,1,2.0,1,2083,1079,2032,Service,High
New Jersey,40.298904,-74.521011,Princeton,Ophthotech,operating,2007-01-01,2009-12-15,2013-05-29,2.96,6.41,5.0,6.74,16,3,205000000,2,NJ,biotech,0,0,0,1,1,2.0,1,2084,1079,2340,software,High
Massachusetts,42.230171,-71.530106,Natick,Nasuni,operating,2009-04-01,2009-12-14,2012-10-30,0.7,3.58,1.72,3.3,5,3,43000000,3,MA,enterprise,0,0,1,1,1,2.67,1,2085,257,1308,Software,High
New York,37.773727,-122.401537,New York,Spongecell,operating,2006-09-01,2011-06-05,2012-02-07,4.76,5.44,4.76,5.34,13,2,10000000,2,NY,advertising,1,0,0,1,0,1.5,1,2086,1738,1985,Service,Medium
New York,42.165726,-74.948051,New York,BillGuard,operating,2010-04-11,2010-05-28,2011-10-06,0.13,1.49,2.08,3.63,13,2,13000000,3,NY,security,0,0,1,1,0,7.0,1,2087,47,543,Service,High
New Jersey,40.298904,-74.521011,Piscataway,Bluenog,operating,2006-01-01,2008-02-12,2008-02-12,2.12,2.12,3.88,3.88,4,1,4000000,2,NJ,enterprise,0,0,1,0,0,1.0,0,2088,772,772,Software,Medium
Pennsylvania,40.590752,-77.209755,Pittsburgh,Carmell Therapeutics,operating,2007-01-01,2008-01-31,2012-12-14,1.08,5.96,4.0,4.0,4,3,2940797,1,PA,biotech,1,0,1,0,0,3.5,1,2089,395,2174,software,Medium
California,37.536394,-122.326141,Redwood Shores,Cloud9,operating,2007-01-01,2006-02-02,2010-05-18,-0.91,3.38,4.5,4.5,10,4,21600000,1,CA,enterprise,0,0,1,1,1,2.75,1,2090,-333,1233,Software,High
California,36.116203,-119.681564,El Segundo,Ace Metrix,operating,2007-01-01,2008-08-01,2012-05-29,1.58,5.41,3.33,5.73,11,5,18700000,2,CA,advertising,1,0,1,1,1,2.5,1,2091,578,1975,Service,High
New York,42.165726,-74.948051,New York,Article One Partners,operating,2008-01-01,2009-12-15,2012-03-05,1.96,4.18,4.18,4.18,7,2,10000000,1,NY,software,0,0,1,1,0,1.0,1,2092,714,1525,Software,Medium
Texas,31.054487,-97.563461,Austin,Mirna Therapeutics,operating,2007-01-01,2009-12-16,2012-11-02,2.96,5.84,5.0,5.0,16,4,58249995,1,TX,biotech,1,0,0,0,1,5.0,1,2093,1080,2132,software,High
New York,42.165726,-74.948051,New York,Paperless Post,closed,2008-09-01,2012-05-07,2012-05-07,3.68,3.68,3.78,5.15,7,1,6000000,2,NY,messaging,0,0,0,0,0,3.0,1,2094,1344,1344,Software,Medium
Massachusetts,42.3595547,-71.0588837,Boston,Trefis,operating,2007-01-01,2008-11-01,2010-06-02,1.84,3.42,0.0,3.42,3,2,2130000,3,MA,analytics,0,1,1,0,0,3.0,0,2095,670,1248,Software,Medium
New Jersey,40.298904,-74.521011,Edison,FieldView Solutions,operating,2006-01-01,2009-12-17,2011-06-14,3.96,5.45,3.0,3.0,4,2,4750000,1,NJ,enterprise,1,0,1,0,0,3.0,1,2096,1446,1990,Software,Medium
California,36.116203,-119.681564,San Mateo,Afferent Pharmaceuticals,operating,2009-01-01,2009-12-16,2013-04-01,0.96,4.25,3.0,3.0,9,3,33000000,1,CA,biotech,1,0,1,0,0,2.67,1,2097,349,1551,software,High
Oregon,44.572021,-122.070938,Portland,Tubaloo,operating,2006-02-03,2006-11-01,2008-12-01,0.74,2.83,0.91,0.91,3,2,1250000,1,OR,public_relations,0,1,0,0,0,3.5,0,2098,271,1032,Service,Low
New York,42.165726,-74.948051,New York,Familybuilder,operating,2007-06-01,2008-02-21,2008-02-21,0.73,0.73,2.49,2.59,6,1,1500000,2,NY,web,0,0,1,0,0,1.0,1,2099,265,265,Software,Low
Massachusetts,42.230171,-71.530106,Waltham,Viewfinity,operating,2007-01-01,2008-03-22,2013-10-01,1.22,6.75,3.62,4.22,11,5,26950003,2,MA,enterprise,1,0,0,1,1,3.0,1,2100,446,2465,Software,High
Colorado,39.059811,-105.311104,Broomfield,Datavail,operating,2007-01-01,2008-01-25,2012-09-06,1.07,5.68,6.01,6.01,18,3,11575000,1,CO,analytics,0,0,1,1,1,2.0,0,2101,389,2075,Software,High
New York,42.165726,-74.948051,New York,Appboy,operating,2011-01-01,2013-11-06,2013-11-06,2.85,2.85,1.58,2.85,8,1,7600000,3,NY,mobile,0,0,1,0,0,8.0,1,2103,1040,1040,software,Medium
Washington,47.400902,-121.490494,Seattle,Socrata,operating,2007-01-01,2008-02-20,2013-06-26,1.14,6.49,5.0,6.68,2,2,24500000,3,WA,enterprise,0,0,0,1,0,2.5,1,2104,415,2368,Software,High
California,36.116203,-119.681564,Burlingame,CrowdStar,operating,2008-01-01,2011-05-23,2013-06-02,3.39,5.42,3.5,4.65,12,4,49000000,3,CA,games_video,1,0,0,0,0,3.0,1,2105,1238,1979,Software,High
California,36.116203,-119.681564,Campbell,Zipline Medical,operating,2007-01-01,2009-12-21,2012-04-10,2.97,5.28,4.0,4.0,2,2,6000000,1,CA,medical,0,0,1,1,0,1.5,1,2106,1085,1926,Service,Medium
Massachusetts,42.230171,-71.530106,Westford,GreenRay Solar,operating,2006-01-01,2009-07-01,2009-07-15,3.5,3.54,0.0,0.0,3,2,4000000,1,MA,cleantech,1,0,1,0,0,1.0,0,2107,1277,1291,Business,Medium
California,36.116203,-119.681564,Mountain View,Nimbic (formerly Physware),operating,2006-01-01,2008-02-13,2012-01-01,2.12,6.0,3.0,3.0,7,4,11544000,1,CA,enterprise,1,0,1,1,0,2.33,1,2108,773,2191,Software,High
California,36.116203,-119.681564,Palo Alto,WePay,operating,2008-01-01,2009-01-01,2013-10-21,1.0,5.81,5.16,5.33,21,5,20650000,3,CA,software,0,1,1,1,0,3.25,1,2109,366,2120,Software,High
New York,42.165726,-74.948051,New York,Integral Ad Science,operating,2009-01-01,2010-07-06,2012-04-18,1.51,3.3,1.51,3.91,27,2,17250000,3,NY,advertising,0,0,0,1,1,2.5,1,2110,551,1203,Service,High
Massachusetts,42.230171,-71.530106,Waltham,Kala Pharmaceuticals,operating,2009-01-01,2009-12-24,2013-02-28,0.98,4.16,4.33,4.33,13,4,23743205,1,MA,biotech,0,0,1,1,0,4.0,1,2111,357,1519,software,High
California,36.116203,-119.681564,San Francisco,Drawn to Scale,operating,2010-03-10,2012-03-09,2012-03-09,2.0,2.0,-0.05,2.97,13,1,925000,3,CA,analytics,1,0,0,0,0,2.0,1,2113,730,730,Software,Low
Washington,47.400902,-121.490494,Bellevue,Venuelabs,closed,2009-03-01,2009-12-30,2012-04-16,0.83,3.13,1.3,2.67,3,4,2550000,3,WA,software,0,1,0,0,0,1.0,1,2114,304,1142,Software,Medium
California,36.116203,-119.681564,Redwood City,EcoFactor,operating,2006-01-01,2010-04-06,2013-10-14,4.26,7.79,5.45,6.67,13,4,27394996,3,CA,enterprise,1,0,0,1,0,2.67,1,2115,1556,2843,Software,High
New York,42.165726,-74.948051,New York,ScrollMotion,operating,2008-01-01,2010-10-29,2012-10-15,2.83,4.79,5.35,5.35,13,4,38100000,2,NY,software,0,0,1,1,1,1.0,0,2116,1032,1749,Software,High
California,37.5366173,-122.2562282,Redwood City,Atieva,operating,2007-01-01,2009-12-17,2011-01-20,2.96,4.05,4.0,4.0,9,2,31000000,1,CA,software,1,0,0,0,0,2.0,1,2117,1081,1480,Software,High
California,37.429647,-122.100288,Mountain View,Egnyte,operating,2006-01-01,2009-07-27,2013-12-11,3.57,7.95,6.84,7.95,13,5,66660000,2,CA,enterprise,1,0,1,1,1,3.0,1,2118,1303,2901,Software,High
New York,42.165726,-74.948051,New York City,ADstruc,operating,2010-07-15,2010-08-05,2010-09-28,0.06,0.21,0.06,2.3,9,2,1118000,4,NY,advertising,0,1,0,0,0,4.5,1,2119,21,75,Service,Low
Massachusetts,42.230171,-71.530106,Boston,Digital Lumens,operating,2008-01-01,2009-12-31,2013-01-09,2.0,5.03,0.16,3.34,8,4,26300645,3,MA,cleantech,1,0,0,1,0,2.25,1,2121,730,1835,Business,High
